Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9006931,"Signaling by Nuclear Receptors",32,273,0.024294740589125213,0.0023838938579829883,0.02622283243781287,153,189,0.014283555018137847,9606,Homo sapiens,"P24385;O95477;P29474;P10415;P28482;P14859;P19793;P50416;P35558;P14780;P02649;P00326;P08069;P03372;P27986;P06401;O00459;P05412;Q03181;P0DP23;O15530;P48443;Q13547;P35503;P42330;P01106;P08253;P00533;P28702;Q92569","P24385;O95477;P29474;P10415;P28482;P14859;P19793;P50416;P35558;P14780;P02649;P00326;P08069;P03372;P27986;P06401;O00459;P05412;Q03181;P0DP23;O15530;P48443;Q13547;P35503;P42330;P03372-3;P01106;P08253;P03372-4;P00533;P28702;Q92569","R-HSA-9018505;R-HSA-9008267;R-HSA-9029517;R-HSA-9632918;R-HSA-9023884;R-HSA-8931981;R-HSA-9021068;R-HSA-9008271;R-HSA-9008270;R-HSA-9018497;R-HSA-9009536;R-HSA-9018499;R-HSA-9008258;R-HSA-9024386;R-HSA-9009541;R-HSA-5422942;R-HSA-9018503;R-HSA-9632412;R-HSA-9035143;R-HSA-9029531;R-HSA-9008285;R-HSA-9021596;R-HSA-9035167;R-HSA-5334854;R-HSA-9029521;R-HSA-9632906;R-HSA-9625482;R-HSA-9021072;R-HSA-9632910;R-HSA-9625487;R-HSA-9021079;R-HSA-9021609;R-HSA-9009065;R-HSA-9632182;R-HSA-9028525;R-HSA-9035180;R-HSA-9028524;R-HSA-9029551;R-HSA-9028526;R-HSA-9021601;R-HSA-9035169;R-HSA-9029536;R-HSA-9021600;R-HSA-9657786;R-HSA-9605051;R-HSA-9623999;R-HSA-9029561;R-HSA-9008315;R-HSA-9657767;R-HSA-9029566;R-HSA-9035185;R-HSA-9029555;R-HSA-8932020;R-HSA-9607342;R-HSA-9657775;R-HSA-9028533;R-HSA-8932021;R-HSA-9624272;R-HSA-9038029;R-HSA-9625814;R-HSA-9029580;R-HSA-198731;R-HSA-9618394;R-HSA-8939201;R-HSA-8932033;R-HSA-8939203;R-HSA-8939204;R-HSA-8932037;R-HSA-9009371;R-HSA-9605056;R-HSA-9605057;R-HSA-9021660;R-HSA-9605063;R-HSA-9605060;R-HSA-9018334;R-HSA-9018325;R-HSA-9029591;R-HSA-5615668;R-HSA-5634100;R-HSA-5634103;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-8932070;R-HSA-9618407;R-HSA-9011966;R-HSA-9011952;R-HSA-9021170;R-HSA-8932084;R-HSA-9657836;R-HSA-9011981;R-HSA-9011983;R-HSA-9633044;R-HSA-9035279;R-HSA-9011971;R-HSA-9634584;R-HSA-202127;R-HSA-9011975;R-HSA-9011997;R-HSA-9011985;R-HSA-9035281;R-HSA-9011984;R-HSA-9032751;R-HSA-9012000;R-HSA-203946;R-HSA-9623355;R-HSA-9624353;R-HSA-9618479;R-HSA-9619756;R-HSA-9624365;R-HSA-9024334;R-HSA-9632858;R-HSA-437195;R-HSA-437192;R-HSA-9024326;R-HSA-9031512;R-HSA-9012315;R-HSA-9631296;R-HSA-9623366;R-HSA-200406;R-HSA-5362564;R-HSA-9012319;R-HSA-8954207;R-HSA-9031518;R-HSA-9623365;R-HSA-9038161;R-HSA-9038163;R-HSA-9027670;R-HSA-8954199;R-HSA-9031510;R-HSA-9024361;R-HSA-1254386;R-HSA-9608048;R-HSA-8954208;R-HSA-9031521;R-HSA-9023840;R-HSA-1254392;R-HSA-9031522;R-HSA-9625465;R-HSA-9023845;R-HSA-9031527;R-HSA-9023846;R-HSA-9009533;R-HSA-9035133;R-HSA-9608039;R-HSA-9023859;R-HSA-9632873;R-HSA-9023861;R-HSA-9023860;R-HSA-9009526"
R-HSA-5654720,"PI-3K cascade:FGFR4",6,20,0.0017798344753937885,0.002694808753528233,0.026991074276385696,7,7,5.290205562273277E-4,9606,Homo sapiens,"P05230;O95750;P27986;P09038;P08620;P22455","P05230;O95750;P27986;P09038;P08620;P22455","R-HSA-5654662;R-HSA-5654659;R-HSA-177931;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-111957,"Cam-PDE 1 activation",3,4,3.559668950787577E-4,0.0026991074276385696,0.026991074276385696,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P54750;P0DP23;Q01064","P54750;P0DP23;Q01064","R-HSA-111955;R-HSA-111956"
R-HSA-1296053,"Classical Kir channels",3,4,3.559668950787577E-4,0.0026991074276385696,0.026991074276385696,1,1,7.557436517533252E-5,9606,Homo sapiens,"Q14500;P63252;P48050","Q14500;P63252;P48050","R-HSA-1296046"
R-HSA-379401,"Dopamine clearance from the synaptic cleft",3,4,3.559668950787577E-4,0.0026991074276385696,0.026991074276385696,6,7,5.290205562273277E-4,9606,Homo sapiens,"P21964;P21397;Q01959","P21964;P21397;Q01959","R-HSA-379382;R-HSA-379393;R-HSA-379395;R-HSA-9679775;R-HSA-379464;R-HSA-379387"
R-HSA-209905,"Catecholamine biosynthesis",3,4,3.559668950787577E-4,0.0026991074276385696,0.026991074276385696,3,4,3.022974607013301E-4,9606,Homo sapiens,"P09172;P20711;P07101","P09172;P20711;P07101","R-HSA-209891;R-HSA-209924;R-HSA-209823"
R-HSA-9018681,"Biosynthesis of protectins",3,4,3.559668950787577E-4,0.0026991074276385696,0.026991074276385696,3,5,3.7787182587666263E-4,9606,Homo sapiens,"P04798;P09960;P05177","P04798;P09960;P05177","R-HSA-9024890;R-HSA-9037761;R-HSA-9020257"
R-HSA-211976,"Endogenous sterols",7,27,0.0024027765417816145,0.0027579478979614658,0.027579478979614658,9,18,0.0013603385731559856,9606,Homo sapiens,"P35869;P05108;Q16678;P11511;P19099;P15538;P19793","P35869;P05108;Q16678;P11511;P19099;P15538;P19793","R-HSA-192051;R-HSA-194017;R-HSA-192065;R-HSA-193060;R-HSA-193995;R-HSA-211951;R-HSA-193965;R-HSA-193997;R-HSA-193101"
R-HSA-190322,"FGFR4 ligand binding and activation",5,14,0.0012458841327756519,0.0028999182944555724,0.028999182944555724,4,4,3.022974607013301E-4,9606,Homo sapiens,"P05230;O95750;P09038;P08620;P22455","P05230;O95750;P09038;P08620;P22455","R-HSA-1307955;R-HSA-190326;R-HSA-1307963;R-HSA-190265"
R-HSA-190375,"FGFR2c ligand binding and activation",5,14,0.0012458841327756519,0.0028999182944555724,0.028999182944555724,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P21802;P05230;P09038;P08620","P21802-1;P05230;P21802-5;P09038;P08620","R-HSA-190258;R-HSA-190413"
R-HSA-200425,"Carnitine metabolism",5,14,0.0012458841327756519,0.0028999182944555724,0.028999182944555724,3,8,6.045949214026602E-4,9606,Homo sapiens,"Q03181;O76082;P23786;P19793;P50416","Q03181;O76082;P23786;P19793;P50416","R-HSA-165026;R-HSA-200406;R-HSA-200410"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",5,14,0.0012458841327756519,0.0028999182944555724,0.028999182944555724,6,20,0.0015114873035066505,9606,Homo sapiens,"P52895;P42330;P51857;O14975;Q04828","P52895;P42330;P51857;O14975;Q04828","R-HSA-193746;R-HSA-193781;R-HSA-193755;R-HSA-193758;R-HSA-193743;R-HSA-193727"
R-HSA-5654696,"Downstream signaling of activated FGFR2",8,35,0.0031147103319391295,0.003044297527354356,0.03044297527354356,23,23,0.001738210399032648,9606,Homo sapiens,"P21802;P05230;P27986;P09038;P08620","P21802-18;P21802-1;P05230;P27986;P21802-5;P09038;P08620;P21802-3","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654399;R-HSA-177931;R-HSA-5654620;R-HSA-5654397;R-HSA-5654618;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654159;R-HSA-5654607;R-HSA-8941618;R-HSA-5654157;R-HSA-5654701;R-HSA-5654605;R-HSA-5654603;R-HSA-5654697"
R-HSA-5654699,"SHC-mediated cascade:FGFR2",7,28,0.0024917682655513037,0.0033600803047409977,0.0317683264929034,4,4,3.022974607013301E-4,9606,Homo sapiens,"P21802;P05230;P09038;P08620","P21802-18;P21802-1;P05230;P21802-5;P09038;P08620;P21802-3","R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402"
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",7,28,0.0024917682655513037,0.0033600803047409977,0.0317683264929034,3,6,4.5344619105199517E-4,9606,Homo sapiens,"P08913;Q01668;P18825;Q9NY47;P54284;Q13936;Q08289","P08913;Q01668;P18825;Q9NY47;P54284;Q13936;Q08289","R-HSA-400071;R-HSA-400046;R-HSA-400092"
R-HSA-2990846,"SUMOylation",23,180,0.016018510278544094,0.00339633657126881,0.0317683264929034,37,140,0.010580411124546553,9606,Homo sapiens,"P56524;P10827;O15392;Q92769;P10828;O75469;Q13547;P04637;P19793;P35658;P10275;Q9Y6K1;P12004;P37231;Q00987;Q07869;P04150;P03372;P06401;P09874;P25963;P08235;P26358","P56524;O15392;Q92769;P10828;Q13547;P04637;P19793;P35658;P10275;Q9Y6K1;P12004;P37231;O75469-1;Q00987;Q07869;P10827-2;P04150;P03372;P06401;P09874;P25963;P08235;P26358","R-HSA-4655431;R-HSA-4615872;R-HSA-4719424;R-HSA-4616015;R-HSA-4755524;R-HSA-4341070;R-HSA-4719448;R-HSA-4717461;R-HSA-5228508;R-HSA-4341073;R-HSA-4656914;R-HSA-4090408;R-HSA-4655440;R-HSA-4615889;R-HSA-4341016;R-HSA-4551768;R-HSA-3000434;R-HSA-4719447;R-HSA-4615910;R-HSA-5228525;R-HSA-3000399;R-HSA-4341025;R-HSA-5228523;R-HSA-4551649;R-HSA-2997706;R-HSA-4090390;R-HSA-3000348;R-HSA-4551604;R-HSA-4615987;R-HSA-4720446;R-HSA-3000411;R-HSA-4719423;R-HSA-4720432;R-HSA-4570493;R-HSA-4341048;R-HSA-4551679;R-HSA-4655355"
R-HSA-445144,"Signal transduction by L1",6,21,0.0018688261991634779,0.0034143093446823425,0.0317683264929034,4,11,8.313180169286577E-4,9606,Homo sapiens,"P05556;P05106;P08514;P11362;P28482;P00533","P05556;P05106;P08514;P28482;P11362-1;P00533","R-HSA-109862;R-HSA-437230;R-HSA-374686;R-HSA-445069"
R-HSA-1989781,"PPARA activates gene expression",17,118,0.010501023404823352,0.00349296019463452,0.0317683264929034,41,41,0.0030985489721886334,9606,Homo sapiens,"P04798;P35869;O95477;P19793;P50416;P11310;O60656;P37231;Q86YN6;Q07869;P23786;Q02928;P02647;P01019;P28702;P02652;P04035","P04798;P35869;O95477;P04035-1;P19793;P50416;P11310;O60656;P37231;Q86YN6;Q07869;P23786;Q02928;P02647;P01019;P28702;P02652","R-HSA-1655826;R-HSA-1989778;R-HSA-1989779;R-HSA-560517;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-1655850;R-HSA-1592238"
R-HSA-9668250,"Defective factor IX causes hemophilia B",4,9,8.009255139272048E-4,0.0035298140547670442,0.0317683264929034,3,4,3.022974607013301E-4,9606,Homo sapiens,"P07359;P03951;P00742;P38435","P07359;P03951;P00742;P38435","R-HSA-9673223;R-HSA-9670874;R-HSA-9673231"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",4,9,8.009255139272048E-4,0.0035298140547670442,0.0317683264929034,4,9,6.801692865779928E-4,9606,Homo sapiens,"P04070;P00734;P00742;P07225","P04070;P00734;P00742;P07225","R-HSA-159762;R-HSA-159843;R-HSA-159729;R-HSA-159757"
R-HSA-5654228,"Phospholipase C-mediated cascade; FGFR4",5,15,0.0013348758565453413,0.0038765172091708155,0.03488865488253734,3,3,2.2672309552599758E-4,9606,Homo sapiens,"P05230;O95750;P09038;P08620;P22455","P05230;O95750;P09038;P08620;P22455","R-HSA-5654151;R-HSA-5654163;R-HSA-5654169"
R-HSA-193807,"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",5,15,0.0013348758565453413,0.0038765172091708155,0.03488865488253734,5,8,6.045949214026602E-4,9606,Homo sapiens,"P52895;P42330;P19793;P51857;Q04828","P52895;P42330;P19793;P51857;Q04828","R-HSA-193824;R-HSA-193841;R-HSA-191972;R-HSA-193800;R-HSA-193821"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",7,29,0.0025807599893209934,0.004057541875079673,0.03651787687571706,9,9,6.801692865779928E-4,9606,Homo sapiens,"P21802;P05230;P09038;P08620","P21802-18;P21802-1;P05230;P21802-5;P09038;P08620;P21802-3","R-HSA-5654615;R-HSA-5654608;R-HSA-5654607;R-HSA-5654399;R-HSA-8941618;R-HSA-5654605;R-HSA-5654397;R-HSA-5654618;R-HSA-5654603"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",17,120,0.01067900685236273,0.004114788354402155,0.03703309518961939,44,44,0.003325272067714631,9606,Homo sapiens,"P04798;P35869;O95477;P19793;P50416;P11310;O60656;P37231;Q86YN6;Q07869;P23786;Q02928;P02647;P01019;P28702;P02652;P04035","P04798;P35869;O95477;P04035-1;P19793;P50416;P11310;O60656;P37231;Q86YN6;Q07869;P23786;Q02928;P02647;P01019;P28702;P02652","R-HSA-400143;R-HSA-400204;R-HSA-1655826;R-HSA-1989778;R-HSA-1989779;R-HSA-560517;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-400183;R-HSA-1655848;R-HSA-1655850;R-HSA-1592238"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",8,37,0.0032926937794785084,0.004229983980798435,0.03806985582718592,4,14,0.0010580411124546554,9606,Homo sapiens,"P21802;P28482;P05230;P09038;P08620","P21802-18;P21802-1;P28482;P05230;P21802-5;P09038;P08620;P21802-3","R-HSA-1295634;R-HSA-5654677;R-HSA-5654562;R-HSA-5654729"
R-HSA-9006925,"Intracellular signaling by second messengers",35,319,0.028388359882530925,0.004317430644233622,0.0388568757981026,36,114,0.008615477629987909,9606,Homo sapiens,"P54750;P28482;P04637;O95750;P21802;P05230;P03372;P27986;P09038;P08620;P22455;O00459;P05412;Q92769;P0DP23;O15530;Q13547;P09619;Q01064;P14210;P37231;P17612;P11362;Q00987;P01308;P48556;P00533;Q92569;P06213","P54750;P28482;P04637;O95750;P21802-18;P11362-19;P11362-1;P05230;P03372;P27986;P09038;P08620;P22455;O00459;P05412;Q92769;P0DP23;O15530;Q13547;P09619;P21802-5;Q01064;P21802-3;P14210;P37231;P17612;P21802-1;Q00987;P01308;P48556;P03372-3;P03372-4;P00533;Q92569;P06213","R-HSA-9618834;R-HSA-8857925;R-HSA-6807077;R-HSA-198599;R-HSA-74448;R-HSA-111955;R-HSA-111956;R-HSA-6811454;R-HSA-111966;R-HSA-8944104;R-HSA-2317314;R-HSA-442725;R-HSA-2219524;R-HSA-9619125;R-HSA-8944047;R-HSA-8951727;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-8944099;R-HSA-8943780;R-HSA-111919;R-HSA-2316429;R-HSA-114542;R-HSA-2316434;R-HSA-111925;R-HSA-111924;R-HSA-6811472;R-HSA-8850992;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-198270;R-HSA-444792;R-HSA-5632939"
R-HSA-373760,"L1CAM interactions",17,121,0.01076799857613242,0.004458263949542407,0.04012437554588166,12,54,0.004081015719467957,9606,Homo sapiens,"Q14524;P05556;Q9Y5Y9;P08514;P05106;Q15858;P28482;P51812;Q07699;P35499;P35498;Q99250;P11362;Q9UQD0;Q9NY46;P35241;P00533","Q14524;P05556;Q9Y5Y9;P08514;P05106;Q15858;P28482;P51812;Q07699;P35499;P35498;Q99250;Q9UQD0;Q9NY46;P35241;P11362-1;P00533","R-HSA-443779;R-HSA-445088;R-HSA-109862;R-HSA-445089;R-HSA-437230;R-HSA-445069;R-HSA-374696;R-HSA-373739;R-HSA-374677;R-HSA-445079;R-HSA-374686;R-HSA-374680"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",53,538,0.047877547388092905,0.004802143626694733,0.04321929264025259,407,746,0.05637847642079807,9606,Homo sapiens,"P05106;P29474;P28482;P29274;O95750;P21802;P62330;P14780;P15692;P00747;P02649;P08069;P05230;P61586;P03372;P27986;Q13464;P09038;P08620;P06401;P22455;O00459;P05556;Q92769;Q13224;P12109;P29122;Q9H4P4;P0DP23;O15530;Q13547;P09619;O75116;P14867;P51812;P14923;P14210;P17612;P11362;P01308;P01106;Q16665;Q13370;P00533;P00750;Q92569;P02751;P06213","P28482;O95750;P15692;P00747;P02649;P61586;P27986;P22455;Q92769;P12109;Q9H4P4;O15530;P09619;P14923;P21802-5;P21802-3;P14210;P15692-4;P21802-1;P01308;P01106;Q13370;P00533;Q92569;P02751;P05106;P29474;P29274;P21802-18;P62330;P14780;P11362-19;P11362-1;P08069;P05230;P03372;Q13464;P09038;P08620;P06401;O00459;P05556;Q13224;P29122;P0DP23;Q13547;O75116;P14867;P51812;P17612;Q16665;P00750;P06213","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-1562641;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-203797;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-5654600;R-HSA-5654646;R-HSA-5654647;R-HSA-2317314;R-HSA-1250353;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-2428930;R-HSA-8875183;R-HSA-5654655;R-HSA-9701565;R-HSA-9725117;R-HSA-5654653;R-HSA-5654651;R-HSA-5654631;R-HSA-5654628;R-HSA-5654625;R-HSA-1250346;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633;R-HSA-198731;R-HSA-8865994;R-HSA-1250370;R-HSA-9701569;R-HSA-198746;R-HSA-5654582;R-HSA-8867047;R-HSA-382052;R-HSA-382055;R-HSA-382054;R-HSA-8867044;R-HSA-5654578;R-HSA-8867041;R-HSA-198756;R-HSA-382061;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-382056;R-HSA-5654584;R-HSA-382058;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-109699;R-HSA-109701;R-HSA-109702;R-HSA-1250463;R-HSA-1250462;R-HSA-5654734;R-HSA-5654730;R-HSA-5654729;R-HSA-8941613;R-HSA-1250486;R-HSA-1250488;R-HSA-2316429;R-HSA-8941628;R-HSA-8941618;R-HSA-8863804;R-HSA-8941623;R-HSA-5654679;R-HSA-5654677;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-5654662;R-HSA-5654663;R-HSA-1250498;R-HSA-5654658;R-HSA-199895;R-HSA-5654659;R-HSA-8874079;R-HSA-8874078;R-HSA-5654669;R-HSA-9691215;R-HSA-5654667;R-HSA-5654664;R-HSA-5654709;R-HSA-8874083;R-HSA-8874082;R-HSA-5654705;R-HSA-8874080;R-HSA-5654717;R-HSA-5654714;R-HSA-5654692;R-HSA-5654690;R-HSA-5654701;R-HSA-109823;R-HSA-5654697;R-HSA-109822;R-HSA-9725332;R-HSA-1295634;R-HSA-8851842;R-HSA-187661;R-HSA-9612672;R-HSA-8851859;R-HSA-199959;R-HSA-5218645;R-HSA-5218643;R-HSA-8851866;R-HSA-5218642;R-HSA-5218640;R-HSA-1307955;R-HSA-8851877;R-HSA-1307963;R-HSA-8851890;R-HSA-8851888;R-HSA-8851900;R-HSA-8851899;R-HSA-8875451;R-HSA-1306963;R-HSA-8851908;R-HSA-1306965;R-HSA-8851919;R-HSA-8851933;R-HSA-8875482;R-HSA-1306957;R-HSA-8875490;R-HSA-1306979;R-HSA-8851954;R-HSA-202111;R-HSA-202110;R-HSA-6807008;R-HSA-202127;R-HSA-5228992;R-HSA-186765;R-HSA-202129;R-HSA-6807027;R-HSA-186773;R-HSA-186778;R-HSA-202137;R-HSA-8864029;R-HSA-186780;R-HSA-186786;R-HSA-202144;R-HSA-8864036;R-HSA-186798;R-HSA-4420083;R-HSA-5218815;R-HSA-5218814;R-HSA-186800;R-HSA-5218812;R-HSA-5218811;R-HSA-5218809;R-HSA-5218806;R-HSA-110011;R-HSA-5218804;R-HSA-186819;R-HSA-1524182;R-HSA-5674385;R-HSA-186826;R-HSA-6806957;R-HSA-205262;R-HSA-1524186;R-HSA-9612639;R-HSA-186834;R-HSA-8954207;R-HSA-6806974;R-HSA-8851804;R-HSA-9603407;R-HSA-8954199;R-HSA-9603445;R-HSA-8954208;R-HSA-9612671;R-HSA-8864105;R-HSA-8851827;R-HSA-8864125;R-HSA-9674095;R-HSA-8848005;R-HSA-6785636;R-HSA-8875661;R-HSA-8875659;R-HSA-6785648;R-HSA-1963581;R-HSA-1963582;R-HSA-1963578;R-HSA-4420202;R-HSA-4420206;R-HSA-1963563;R-HSA-162363;R-HSA-8874685;R-HSA-4420099;R-HSA-5218830;R-HSA-1251922;R-HSA-5218828;R-HSA-5218826;R-HSA-5218824;R-HSA-4420107;R-HSA-5218822;R-HSA-5218821;R-HSA-8951490;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-9613023;R-HSA-5656070;R-HSA-5218847;R-HSA-191062;R-HSA-5656064;R-HSA-4420117;R-HSA-5218839;R-HSA-1963589;R-HSA-5218838;R-HSA-4420121;R-HSA-5218836;R-HSA-5218832;R-HSA-1963586;R-HSA-4420128;R-HSA-5218855;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-4420140;R-HSA-198266;R-HSA-1977959;R-HSA-4420153;R-HSA-162425;R-HSA-1251944;R-HSA-3928647;R-HSA-198270;R-HSA-8875523;R-HSA-5654224;R-HSA-8875531;R-HSA-187020;R-HSA-8875540;R-HSA-5654222;R-HSA-8875558;R-HSA-198315;R-HSA-1497784;R-HSA-8852019;R-HSA-8875568;R-HSA-182969;R-HSA-8875576;R-HSA-8875591;R-HSA-5654167;R-HSA-5654165;R-HSA-5654163;R-HSA-182986;R-HSA-182990;R-HSA-5654169;R-HSA-182994;R-HSA-5654151;R-HSA-74448;R-HSA-5654148;R-HSA-5654149;R-HSA-182993;R-HSA-5654147;R-HSA-183002;R-HSA-5654159;R-HSA-5654157;R-HSA-212706;R-HSA-212710;R-HSA-9679477;R-HSA-212713;R-HSA-8847995;R-HSA-183036;R-HSA-177922;R-HSA-177923;R-HSA-194310;R-HSA-177926;R-HSA-194311;R-HSA-177927;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-177931;R-HSA-183051;R-HSA-1433374;R-HSA-177934;R-HSA-177935;R-HSA-183055;R-HSA-9032582;R-HSA-177933;R-HSA-9028505;R-HSA-9032601;R-HSA-177938;R-HSA-183058;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-177941;R-HSA-183067;R-HSA-177944;R-HSA-177945;R-HSA-183072;R-HSA-9610166;R-HSA-5357429;R-HSA-201510;R-HSA-190245;R-HSA-201515;R-HSA-5654399;R-HSA-5357432;R-HSA-5654397;R-HSA-5654392;R-HSA-9028519;R-HSA-183084;R-HSA-6800200;R-HSA-190258;R-HSA-195378;R-HSA-190256;R-HSA-183089;R-HSA-190263;R-HSA-190260;R-HSA-190261;R-HSA-9610154;R-HSA-9610152;R-HSA-190265;R-HSA-9610153;R-HSA-9610156;R-HSA-190268;R-HSA-9612243;R-HSA-2404199;R-HSA-2404193;R-HSA-2404195;R-HSA-2404200;R-HSA-380780;R-HSA-380782;R-HSA-5686072;R-HSA-190326;R-HSA-1250195;R-HSA-9735946;R-HSA-1250189;R-HSA-5654514;R-HSA-8875817;R-HSA-8875816;R-HSA-9674531;R-HSA-190385;R-HSA-190388;R-HSA-9674532;R-HSA-5654511;R-HSA-1433514;R-HSA-5654422;R-HSA-5654423;R-HSA-5654418;R-HSA-1358801;R-HSA-5654416;R-HSA-202692;R-HSA-5654428;R-HSA-190408;R-HSA-5654426;R-HSA-6800299;R-HSA-6800298;R-HSA-190413;R-HSA-5654425;R-HSA-5654406;R-HSA-5654407;R-HSA-1358789;R-HSA-74707;R-HSA-5654404;R-HSA-1358790;R-HSA-5654402;R-HSA-74711;R-HSA-74712;R-HSA-190427;R-HSA-1358797;R-HSA-74715;R-HSA-1358798;R-HSA-5654413;R-HSA-389086;R-HSA-2428926;R-HSA-1358792;R-HSA-74716;R-HSA-5654408;R-HSA-74718;R-HSA-5654409;R-HSA-190429;R-HSA-1358795;R-HSA-2428922;R-HSA-1254386;R-HSA-74726;R-HSA-1254392;R-HSA-74730;R-HSA-74733;R-HSA-74734;R-HSA-74737;R-HSA-5357477;R-HSA-74740;R-HSA-74743;R-HSA-5357479;R-HSA-74742"
R-HSA-71406,"Pyruvate metabolism and Citric Acid (TCA) cycle",10,55,0.004894544807332918,0.0049535140393925925,0.04458162635453333,10,36,0.002720677146311971,9606,Homo sapiens,"Q13423;Q03181;Q02218;P40926;P31040;Q04760;P19793;P50213;O15427;P53985","Q13423;Q03181;Q02218;P40926;P31040;Q04760;P19793;P50213;O15427;P53985","R-HSA-5694071;R-HSA-70979;R-HSA-70994;R-HSA-373875;R-HSA-70967;R-HSA-71783;R-HSA-71401;R-HSA-203946;R-HSA-450971;R-HSA-373867"
